Virus Name	Record ID	UniProt ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_betaherpesvirus_6a;_human_herpesvirus_6a	SPC53501.1_118	P24443	63.0	76.1	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-SPC53501.1_118_relaxed.pdb	666	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	SPC53506.1_118	Q89746	41.1	46.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-SPC53506.1_118_relaxed.pdb	689	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	SPC53468.1_118	Q89746	41.1	46.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-SPC53468.1_118_relaxed.pdb	689	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58382.1_118	P68324	26.0	80.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58382.1_118_relaxed.pdb	694	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58374.2_118	P52384	27.4	77.1	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58374.2_118_relaxed.pdb	726	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58350.2_118	P24437	27.5	67.9	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58350.2_118_relaxed.pdb	772	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58365.1_118	P52378	62.7	82.7	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58365.1_118_relaxed.pdb	780	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58408.1_118	P52343	70.6	72.9	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58408.1_118_relaxed.pdb	804	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58369.1_118	P52356	48.1	78.3	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58369.1_118_relaxed.pdb	824	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58373.1_118	P28864	55.7	71.8	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58373.1_118_relaxed.pdb	830	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58377.1_118	P52467	48.2	89.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58377.1_118_relaxed.pdb	860	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58438.1_118	Q00701	24.7	47.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58438.1_118_relaxed.pdb	870	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58372.1_118	P28857	81.9	88.0	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58372.1_118_relaxed.pdb	1012	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58410.1_118	P52437	29.5	70.2	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58410.1_118_relaxed.pdb	1082	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58344.1_118	Q89882	31.4	36.1	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58344.1_118_relaxed.pdb	1121	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58375.1_118	P52338	22.6	82.5	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58375.1_118_relaxed.pdb	1132	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58434.2_118	Q01353	35.9	50.7	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58434.2_118_relaxed.pdb	1227	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58391.2_118	P17887	18.5	75.3	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58391.2_118_relaxed.pdb	1345	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
human_betaherpesvirus_6a;_human_herpesvirus_6a	CAA58335.2_118	Q77Z83	20.5	36.7	ColabFold	human_betaherpesvirus_6a;_human_herpesvirus_6a_CF-CAA58335.2_118_relaxed.pdb	1452	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6a	
machupo_virus	AAQ55247.1_9262	Q6UY77	50.9	72.4	ColabFold	machupo_virus_CF-AAQ55247.1_9262_relaxed.pdb	94	ssRNA(+/-)	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Mammarenavirus machupoense	
machupo_virus	AAQ55248.1.1.1_9262	Q6UY76	41.5	96.0	ColabFold	machupo_virus_CF-AAQ55248.1.1.1_9262_relaxed.pdb	171	ssRNA(+/-)	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Mammarenavirus machupoense	
machupo_virus	AAN05425.1_9262	Q8AZ57	33.1	66.0	ColabFold	machupo_virus_CF-AAN05425.1_9262_relaxed.pdb	496	ssRNA(+/-)	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Mammarenavirus machupoense	
machupo_virus	AAN05426.1_9262	Q8AZ68	47.1	80.6	ColabFold	machupo_virus_CF-AAN05426.1_9262_relaxed.pdb	564	ssRNA(+/-)	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Mammarenavirus machupoense	
machupo_virus	AAQ55248.1.1.2_9262	Q6UY76	25.0	79.3	ColabFold	machupo_virus_CF-AAQ55248.1.1.2_9262_relaxed.pdb	2022	ssRNA(+/-)	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Mammarenavirus machupoense	
human_coronavirus_hku1	AAT98578.1.1.13_10182	P0C6X2	79.7	91.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.13_10182_relaxed.pdb	22	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.18_10182	P0C6X2	80.6	92.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.18_10182_relaxed.pdb	22	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.17_10182	P0C6X2	88.8	94.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.17_10182_relaxed.pdb	22	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.16_10182	P0C6X2	77.9	84.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.16_10182_relaxed.pdb	23	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.19_10182	P0C6X2	79.7	84.6	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.19_10182_relaxed.pdb	23	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.14_10182	P0C6X2	75.3	89.9	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.14_10182_relaxed.pdb	23	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.29_10182	P0C6X2	66.0	86.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.29_10182_relaxed.pdb	48	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.33_10182	P0C6X2	45.3	93.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.33_10182_relaxed.pdb	61	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.8_10182	P0C6X2	71.5	96.5	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.8_10182_relaxed.pdb	75	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.30_10182	P0C6X2	57.9	95.5	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.30_10182_relaxed.pdb	79	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98583.1_10182	Q5MQC8	56.9	77.0	ColabFold	human_coronavirus_hku1_CF-AAT98583.1_10182_relaxed.pdb	82	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.20_10182	P0C6X2	44.1	91.5	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.20_10182_relaxed.pdb	88	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.23_10182	P0C6X2	65.1	71.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.23_10182_relaxed.pdb	89	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.7_10182	P0C6X2	65.1	71.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.7_10182_relaxed.pdb	89	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.3_10182	P0C6X2	44.8	95.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.3_10182_relaxed.pdb	90	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.28_10182	P0C6X2	69.0	87.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.28_10182_relaxed.pdb	95	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98582.1_10182	Q5MQC9	52.0	84.8	ColabFold	human_coronavirus_hku1_CF-AAT98582.1_10182_relaxed.pdb	109	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.25_10182	P0C6X2	28.2	88.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.25_10182_relaxed.pdb	110	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.9_10182	P0C6X2	28.2	88.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.9_10182_relaxed.pdb	110	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.10_10182	P0C6X2	30.2	63.5	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.10_10182_relaxed.pdb	119	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.34_10182	P0C6X2	29.1	93.4	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.34_10182_relaxed.pdb	122	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.11_10182	P0C6X2	30.8	68.9	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.11_10182_relaxed.pdb	125	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.7_10182	P0C6X2	86.7	97.6	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.7_10182_relaxed.pdb	125	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.26_10182	P0C6X2	30.1	93.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.26_10182_relaxed.pdb	130	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.10_10182	P0C6X2	32.3	90.9	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.10_10182_relaxed.pdb	137	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.35_10182	P0C6X2	67.9	94.2	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.35_10182_relaxed.pdb	151	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.5_10182	P0C6X2	73.8	87.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.5_10182_relaxed.pdb	160	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.24_10182	P0C6X2	46.1	86.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.24_10182_relaxed.pdb	194	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.8_10182	P0C6X2	46.7	82.7	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.8_10182_relaxed.pdb	197	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98586.1_10182	Q5MQC5	29.4	50.5	ColabFold	human_coronavirus_hku1_CF-AAT98586.1_10182_relaxed.pdb	205	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1_10182	P0C6X2	27.1	58.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1_10182_relaxed.pdb	222	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98584.1_10182	Q5MQC7	51.3	78.3	ColabFold	human_coronavirus_hku1_CF-AAT98584.1_10182_relaxed.pdb	223	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.6_10182	P0C6X2	58.8	83.2	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.6_10182_relaxed.pdb	249	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.4_10182	P0C6X2	38.6	64.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.4_10182_relaxed.pdb	261	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.22_10182	P0C6X2	39.1	74.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.22_10182_relaxed.pdb	287	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.6_10182	P0C6X2	39.1	74.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.6_10182_relaxed.pdb	287	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.21_10182	P0C6X2	63.1	92.4	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.21_10182_relaxed.pdb	294	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.36_10182	P0C6X2	55.1	91.4	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.36_10182_relaxed.pdb	294	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.9_10182	P0C6X2	64.4	92.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.9_10182_relaxed.pdb	298	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.15_10182	P0C6X2	53.6	90.4	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.15_10182_relaxed.pdb	299	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.5_10182	P0C6X2	60.6	91.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.5_10182_relaxed.pdb	303	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.1_10182	P0C6X2	25.6	61.5	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.1_10182_relaxed.pdb	330	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.31_10182	P0C6X2	83.2	94.1	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.31_10182_relaxed.pdb	340	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.14_10182	P0C6X2	40.9	88.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.14_10182_relaxed.pdb	374	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.15_10182	P0C6X2	31.5	84.0	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.15_10182_relaxed.pdb	383	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98579.1_10182	Q5MQD1	29.1	80.3	ColabFold	human_coronavirus_hku1_CF-AAT98579.1_10182_relaxed.pdb	386	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98585.1_10182	Q5MQC6	34.4	68.0	ColabFold	human_coronavirus_hku1_CF-AAT98585.1_10182_relaxed.pdb	441	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.4_10182	P0C6X2	30.4	84.9	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.4_10182_relaxed.pdb	496	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.32_10182	P0C6X2	34.4	88.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.32_10182_relaxed.pdb	516	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.13_10182	P0C6X2	33.4	88.3	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.13_10182_relaxed.pdb	521	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.12_10182	P0C6X2	32.7	80.2	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.12_10182_relaxed.pdb	555	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.2_10182	P0C6X2	26.2	77.2	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.2_10182_relaxed.pdb	585	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.2_10182	P0C6X2	24.3	75.0	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.2_10182_relaxed.pdb	587	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.12_10182	P0C6X2	66.4	91.0	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.12_10182_relaxed.pdb	603	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.1.27_10182	P0C6X2	59.2	83.6	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.1.27_10182_relaxed.pdb	925	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.11_10182	P0C6X2	59.3	85.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.11_10182_relaxed.pdb	928	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98580.1_10182	Q5MQD0	22.2	68.9	ColabFold	human_coronavirus_hku1_CF-AAT98580.1_10182_relaxed.pdb	1356	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_hku1	AAT98578.1.3_10182	P0C6X2	27.6	61.8	ColabFold	human_coronavirus_hku1_CF-AAT98578.1.3_10182_relaxed.pdb	2029	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_papillomavirus_161	AFV27123.1_4716	K4MYZ2	54.9	79.4	ColabFold	human_papillomavirus_161_CF-AFV27123.1_4716_relaxed.pdb	97	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_161	AFV27122.1_4716	K4MLF9	85.7	94.6	ColabFold	human_papillomavirus_161_CF-AFV27122.1_4716_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_161	AFV27125.1_4716	K4MKV2	77.0	77.5	ColabFold	human_papillomavirus_161_CF-AFV27125.1_4716_relaxed.pdb	392	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
